ID	Name	Label
S1002_C03_029E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!UNITS IN STRUCTURE!!In 1-unit structures
S1201_C05_013E	No Name	Separated!!Estimate!!45 to 54 years
S0506_C06_122E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children under 18 years
S0505_C03_044E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!High school (grades 9-12)
S0505_C03_047E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate
S0502_C03_120E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children under 18 years
S1002_C03_026E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Income in the past 12 months at or above poverty level
S1201_C05_012E	No Name	Separated!!Estimate!!35 to 44 years
S0506_C06_123E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children under 18 years!!With related children under 5 years only
S0505_C03_046E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
S0502_C03_121E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children under 18 years!!With related children under 5 years only
S1002_C03_027E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!Grandparents living with own grandchildren under 18 years in households
S1201_C05_011E	No Name	Separated!!Estimate!!20 to 34 years
S0506_C06_124E	No Name	Foreign born; Born in South America!!Estimate!!Occupied housing units
S0505_C03_049E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree
S0601PR_C03_019E	No Name	Native; born in the U.S.!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S1201_C05_010E	No Name	Separated!!Estimate!!15 to 19 years
S0502_C03_126E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!HOUSING TENURE!!Owner-occupied housing units
S0505_C03_048E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)
S0103PR_C02_089E	No Name	65 years and over!!Estimate!!HOUSING TENURE!!Owner-occupied housing units
S0502_C03_127E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!HOUSING TENURE!!Renter-occupied housing units
S0502_C03_124E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children under 18 years!!With related children under 5 years only
S0103PR_C02_088E	No Name	65 years and over!!Estimate!!Occupied housing units
S0103PR_C02_087E	No Name	65 years and over!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above 150 percent of the poverty level
S0506_C06_120E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children under 18 years!!With related children under 5 years only
S0502_C03_125E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!Occupied housing units
S0601_C01_037E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree
S1002_C03_032E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!HOUSING TENURE!!In owner-occupied housing units
S0103PR_C02_098E	No Name	65 years and over!!Estimate!!OWNER CHARACTERISTICS!!Median value (dollars)
S0601PR_C03_027E	No Name	Native; born in the U.S.!!Estimate!!MARITAL STATUS!!Population 15 years and over
S0501_C03_012E	No Name	Foreign born!!Estimate!!85 years and over
S0601_C01_038E	No Name	Total!!Estimate!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over
S1002_C03_033E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!HOUSING TENURE!!In renter-occupied housing units
S0103PR_C02_097E	No Name	65 years and over!!Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more
S0601PR_C03_028E	No Name	Native; born in the U.S.!!Estimate!!MARITAL STATUS!!Never married
S0501_C03_013E	No Name	Foreign born!!Estimate!!Median age (years)
S0503_C04_089E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$10,000 to $14,999
S1002_C03_030E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!UNITS IN STRUCTURE!!In 2-or-more-unit structures
S0103PR_C02_096E	No Name	65 years and over!!Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent
S0601_C01_035E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree
S2601B_C05_107E	No Name	College/university housing!!Estimate!!With earnings!!Median earnings (dollars)!!Female
S0601PR_C03_029E	No Name	Native; born in the U.S.!!Estimate!!MARITAL STATUS!!Now married, except separated
S0501_C03_014E	No Name	Foreign born!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S0103PR_C02_095E	No Name	65 years and over!!Estimate!!Owner-occupied housing units
S0601_C01_036E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree
S2601B_C05_108E	No Name	College/university housing!!Estimate!!With Food Stamp/SNAP benefits
S1002_C03_031E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!UNITS IN STRUCTURE!!In mobile homes and all other types of units
S0501_C03_015E	No Name	Foreign born!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0103PR_C02_094E	No Name	65 years and over!!Estimate!!SELECTED CHARACTERISTICS!!1.01 or more occupants per room
S0501_C03_016E	No Name	Foreign born!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0502_C03_130E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!ROOMS!!1 room
S1002_C03_036E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!PERCENT IMPUTED!!Grandparents living with grandchildren
S0601PR_C03_023E	No Name	Native; born in the U.S.!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over
S2408_C03_002E	No Name	Female!!Estimate!!Private for-profit wage and salary workers
S2502_C01_028E	No Name	Occupied housing units!!Estimate!!PERCENT IMPUTED!!Year householder moved into unit
S0103PR_C02_093E	No Name	65 years and over!!Estimate!!SELECTED CHARACTERISTICS!!No telephone service available
S0501_C03_017E	No Name	Foreign born!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S0502_C03_131E	No Name	Foreign born; Entered 1990 to 1999!!Estimate!!ROOMS!!2 or 3 rooms
S1002_C03_037E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!PERCENT IMPUTED!!Grandparents living with grandchildren!!Grandparents responsible for grandchildren
S0601PR_C03_024E	No Name	Native; born in the U.S.!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English
S2408_C03_003E	No Name	Female!!Estimate!!Private for-profit wage and salary workers!!Employee of private company workers
S2502_C01_027E	No Name	Occupied housing units!!Estimate!!PERCENT IMPUTED!!Tenure
S0103PR_C02_092E	No Name	65 years and over!!Estimate!!Average household size of renter-occupied unit
S1002_C03_034E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!HOUSEHOLDS!!Households
S0501_C03_018E	No Name	Foreign born!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S0601PR_C03_025E	No Name	Native; born in the U.S.!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English "very well"
S2502_C01_026E	No Name	Occupied housing units!!Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1969 or earlier
S0601_C01_039E	No Name	Total!!Estimate!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$1 to $9,999 or loss
S0501_C03_019E	No Name	Foreign born!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S0103PR_C02_091E	No Name	65 years and over!!Estimate!!Average household size of owner-occupied unit
S1002_C03_035E	No Name	Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!HOUSEHOLDS!!With grandparents living with grandchildren
S2408_C03_001E	No Name	Female!!Estimate!!Civilian employed population 16 years and over
S0601PR_C03_026E	No Name	Native; born in the U.S.!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than "very well"
S2502_C01_025E	No Name	Occupied housing units!!Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1970 to 1979
S2601B_C05_101E	No Name	College/university housing!!Estimate!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars)
S0503_C04_083E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance
S0103PR_C02_090E	No Name	65 years and over!!Estimate!!HOUSING TENURE!!Renter-occupied housing units
S2408_C03_006E	No Name	Female!!Estimate!!Local government workers
S2601B_C05_100E	No Name	College/university housing!!Estimate!!INCOME AND BENEFITS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Individuals
S2601B_C05_102E	No Name	College/university housing!!Estimate!!With earnings!!Male
S0503_C04_084E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services
S0601_C01_030E	No Name	Total!!Estimate!!MARITAL STATUS!!Divorced or separated
S0601PR_C03_020E	No Name	Native; born in the U.S.!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2408_C03_007E	No Name	Female!!Estimate!!State government workers
S0503_C04_081E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing
S0601PR_C03_021E	No Name	Native; born in the U.S.!!Estimate!!Hispanic or Latino origin (of any race)
S2408_C03_004E	No Name	Female!!Estimate!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers
S0503_C04_082E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services
S0601PR_C03_022E	No Name	Native; born in the U.S.!!Estimate!!White alone, not Hispanic or Latino
S2408_C03_005E	No Name	Female!!Estimate!!Private not-for-profit wage and salary workers
S0503_C04_087E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings
S2601B_C05_105E	No Name	College/university housing!!Estimate!!With earnings!!Mean earnings (dollars)!!Female
S0601_C01_033E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate
S0503_C04_088E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!$1 to $9,999 or loss
S2601B_C05_106E	No Name	College/university housing!!Estimate!!With earnings!!Median earnings (dollars)!!Male
S0601_C01_034E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)
S2601B_C05_103E	No Name	College/university housing!!Estimate!!With earnings!!Female
S0503_C04_085E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Other services (except public administration)
S0601_C01_031E	No Name	Total!!Estimate!!MARITAL STATUS!!Widowed
S2408_C03_008E	No Name	Female!!Estimate!!Federal government workers
S0501_C03_010E	No Name	Foreign born!!Estimate!!65 to 74 years
S2601B_C05_104E	No Name	College/university housing!!Estimate!!With earnings!!Mean earnings (dollars)!!Male
S0503_C04_086E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Public administration
S0601_C01_032E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over
S2408_C03_009E	No Name	Female!!Estimate!!Self-employed in own not incorporated business workers and unpaid family workers
S0501_C03_011E	No Name	Foreign born!!Estimate!!75 to 84 years
S0701_C01_004E	No Name	Total!!Estimate!!AGE!!18 to 24 years
S0506_C06_117E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children under 18 years!!With related children under 5 years only
S0505_C03_073E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations
S0701_C01_005E	No Name	Total!!Estimate!!AGE!!25 to 34 years
S0506_C06_118E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family
S0505_C03_072E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations
S0701_C01_006E	No Name	Total!!Estimate!!AGE!!35 to 44 years
S0506_C06_119E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children under 18 years
S0505_C03_075E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!INDUSTRY!!Construction
S0701_C01_007E	No Name	Total!!Estimate!!AGE!!45 to 54 years
S0505_C03_074E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining
S0701_C01_008E	No Name	Total!!Estimate!!AGE!!55 to 64 years
S0505_C03_077E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!INDUSTRY!!Wholesale trade
S0506_C06_113E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!100 to 199 percent of the poverty level
S0701_C01_009E	No Name	Total!!Estimate!!AGE!!65 to 74 years
S0503_C04_080E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Information
S0506_C06_114E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above 200 percent of the poverty level
S0505_C03_076E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!INDUSTRY!!Manufacturing
S0505_C03_079E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities
S0506_C06_115E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families
S0505_C03_078E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!INDUSTRY!!Retail trade
S0103PR_C02_059E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Entered before 1990
S0506_C06_116E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children under 18 years
S2402_C01_033E	No Name	Total!!Estimate!!Production, transportation, and material moving occupations
S2702PR_C02_093E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!Under $25,000
S0103PR_C02_058E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Entered 1990 to 1999
S1901_C03_002E	No Name	Married-couple families!!Estimate!!Less than $10,000
S2402_C01_032E	No Name	Total!!Estimate!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations
S2702PR_C02_092E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!Total household population
S0103PR_C02_057E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Entered 2000 or later
S0506_C06_110E	No Name	Foreign born; Born in South America!!Estimate!!Average number of workers per household
S1901_C03_003E	No Name	Married-couple families!!Estimate!!$10,000 to $14,999
S2702PR_C02_095E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999
S2402_C01_035E	No Name	Total!!Estimate!!Production, transportation, and material moving occupations!!Transportation occupations
S0103PR_C02_056E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born
S0506_C06_111E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined
S1901_C03_001E	No Name	Married-couple families!!Estimate!!Total
S2702PR_C02_094E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$25,000 to $49,999
S2402_C01_034E	No Name	Total!!Estimate!!Production, transportation, and material moving occupations!!Production occupations
S0103PR_C02_055E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Native
S0506_C06_112E	No Name	Foreign born; Born in South America!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below 100 percent of the poverty level
S2702PR_C02_097E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$100,000 and over
S0103PR_C02_054E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Total population
S1901_C03_006E	No Name	Married-couple families!!Estimate!!$35,000 to $49,999
S2702PR_C02_096E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$75,000 to $99,999
S2402_C01_036E	No Name	Total!!Estimate!!Production, transportation, and material moving occupations!!Material moving occupations
S0103PR_C02_053E	No Name	65 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Elsewhere
S0701_C01_001E	No Name	Total!!Estimate!!Population 1 year and over
S2601B_C03_069E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Naturalized U.S. citizen!!Male
S1901_C03_007E	No Name	Married-couple families!!Estimate!!$50,000 to $74,999
S0103PR_C02_052E	No Name	65 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Different house in Puerto Rico or the United States!!In the United States
S2702PR_C02_099E	No Name	Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined
S0701_C01_002E	No Name	Total!!Estimate!!AGE!!1 to 4 years
S2601B_C03_068E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Naturalized U.S. citizen
S1901_C03_004E	No Name	Married-couple families!!Estimate!!$15,000 to $24,999
S0103PR_C02_051E	No Name	65 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Different house in Puerto Rico or the United States!!In Puerto Rico!!Different municipio
S2702PR_C02_098E	No Name	Uninsured Population!!Estimate!!Median household income of householders
S2402_C01_038E	No Name	Total!!Estimate!!PERCENT IMPUTED!!Occupation
S0701_C01_003E	No Name	Total!!Estimate!!AGE!!5 to 17 years
S2601B_C03_067E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Female
S1901_C03_005E	No Name	Married-couple families!!Estimate!!$25,000 to $34,999
S0103PR_C02_062E	No Name	65 years and over!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over
S0601_C01_001E	No Name	Total!!Estimate!!Total population
S2601B_C03_066E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Male
S0503_C04_079E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities
S0103PR_C02_061E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Not a U.S. citizen
S0601_C01_002E	No Name	Total!!Estimate!!AGE!!Under 5 years
S2601B_C03_065E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born
S0503_C04_077E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Wholesale trade
S0103PR_C02_060E	No Name	65 years and over!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Foreign born!!Naturalized U.S. citizen
S2601B_C03_064E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Native!!Female
S0503_C04_078E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Retail trade
S2601B_C03_063E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Native!!Male
S0601_C01_005E	No Name	Total!!Estimate!!AGE!!25 to 44 years
S2601B_C03_062E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Native
S2601B_C03_061E	No Name	Adult correctional facilities!!Estimate!!PLACE OF BIRTH, CITIZENSHIP STATUS AND YEAR OF ENTRY!!Total population
S0601_C01_006E	No Name	Total!!Estimate!!AGE!!45 to 54 years
S0601_C01_003E	No Name	Total!!Estimate!!AGE!!5 to 17 years
S2402_C01_031E	No Name	Total!!Estimate!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations
S2601B_C03_060E	No Name	Adult correctional facilities!!Estimate!!RESIDENCE 1 YEAR AGO!!Abroad
S0601_C01_004E	No Name	Total!!Estimate!!AGE!!18 to 24 years
S2402_C01_030E	No Name	Total!!Estimate!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations
S0503_C04_071E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!OCCUPATION!!Sales and office occupations
S0503_C04_072E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations
S0503_C04_070E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!OCCUPATION!!Service occupations
S0503_C04_075E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Construction
S0506_C06_109E	No Name	Foreign born; Born in South America!!Estimate!!Median Household income (dollars)
S0503_C04_076E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Manufacturing
S0503_C04_073E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations
S0505_C03_071E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!OCCUPATION!!Sales and office occupations
S0503_C04_074E	No Name	Foreign born; Born in Southern and Eastern Europe!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining
S0505_C03_070E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!OCCUPATION!!Service occupations
S0506_C04_099E	No Name	Foreign born; Born in Other Central America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars)
S0701_C01_016E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0506_C06_105E	No Name	Foreign born; Born in South America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income!!Mean cash public assistance income (dollars)
S0505_C03_061E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force
S0506_C04_098E	No Name	Foreign born; Born in Other Central America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings
S0701_C01_017E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S0506_C06_106E	No Name	Foreign born; Born in South America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income
S0505_C03_060E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Unemployed
S0701_C01_018E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S0506_C06_107E	No Name	Foreign born; Born in South America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With retirement income!!Mean retirement income (dollars)
S0505_C03_063E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EMPLOYMENT STATUS!!Not in labor force
S0701_C01_019E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S0506_C06_108E	No Name	Foreign born; Born in South America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Food Stamp/SNAP benefits
S0505_C03_062E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Armed Forces
S1901_C03_010E	No Name	Married-couple families!!Estimate!!$150,000 to $199,999
S0506_C06_101E	No Name	Foreign born; Born in South America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security income!!Mean Social Security income (dollars)
S0505_C03_065E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!CLASS OF WORKER!!Private wage and salary workers
S1901_C03_011E	No Name	Married-couple families!!Estimate!!$200,000 or more
S0505_C03_064E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!Civilian employed population 16 years and over
S0506_C06_102E	No Name	Foreign born; Born in South America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income
S0505_C03_067E	No Name	Foreign born; Born in Eastern Asia!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business
